path,id,cam,color,type
VeRi\image_query\0361_c017_00036915_0.jpg,361,17,white,sedan
VeRi\image_query\0361_c019_00037125_0.jpg,361,19,white,sedan
VeRi\image_query\0365_c001_00026500_0.jpg,365,1,white,suv
VeRi\image_query\0365_c002_00025690_0.jpg,365,2,white,suv
VeRi\image_query\0365_c003_00034590_0.jpg,365,3,white,suv
VeRi\image_query\0365_c004_00034510_0.jpg,365,4,white,suv
VeRi\image_query\0365_c006_00033770_0.jpg,365,6,white,suv
VeRi\image_query\0365_c008_00086170_0.jpg,365,8,white,suv
VeRi\image_query\0365_c009_00086255_0.jpg,365,9,white,suv
VeRi\image_query\0365_c010_00033870_0.jpg,365,10,white,suv
VeRi\image_query\0365_c011_00033705_0.jpg,365,11,white,suv
VeRi\image_query\0365_c012_00028980_0.jpg,365,12,white,suv
VeRi\image_query\0365_c013_00030300_0.jpg,365,13,white,suv
VeRi\image_query\0368_c001_00062060_0.jpg,368,1,white,suv
VeRi\image_query\0368_c002_00062710_0.jpg,368,2,white,suv
VeRi\image_query\0368_c003_00065490_0.jpg,368,3,white,suv
VeRi\image_query\0368_c004_00065470_0.jpg,368,4,white,suv
VeRi\image_query\0368_c005_00066345_1.jpg,368,5,white,suv
VeRi\image_query\0368_c006_00064855_0.jpg,368,6,white,suv
VeRi\image_query\0368_c007_00066470_0.jpg,368,7,white,suv
VeRi\image_query\0368_c008_00065730_0.jpg,368,8,white,suv
VeRi\image_query\0368_c009_00065690_0.jpg,368,9,white,suv
VeRi\image_query\0368_c010_00064960_0.jpg,368,10,white,suv
VeRi\image_query\0368_c011_00064830_0.jpg,368,11,white,suv
VeRi\image_query\0368_c012_00060970_0.jpg,368,12,white,suv
VeRi\image_query\0368_c013_00061040_0.jpg,368,13,white,suv
VeRi\image_query\0368_c018_00060270_0.jpg,368,18,white,suv
VeRi\image_query\0369_c001_00001110_0.jpg,369,1,white,suv
VeRi\image_query\0369_c012_00034500_0.jpg,369,12,white,suv
VeRi\image_query\0369_c013_00000985_0.jpg,369,13,white,suv
VeRi\image_query\0369_c014_00035910_0.jpg,369,14,white,suv
VeRi\image_query\0369_c015_00035755_0.jpg,369,15,white,suv
VeRi\image_query\0369_c016_00037090_0.jpg,369,16,white,suv
VeRi\image_query\0369_c017_00000430_0.jpg,369,17,white,suv
VeRi\image_query\0369_c019_00000190_0.jpg,369,19,white,suv
VeRi\image_query\0371_c014_00063115_0.jpg,371,14,white,suv
VeRi\image_query\0371_c015_00063095_0.jpg,371,15,white,suv
VeRi\image_query\0371_c016_00062875_0.jpg,371,16,white,suv
VeRi\image_query\0371_c017_00063965_0.jpg,371,17,white,suv
VeRi\image_query\0371_c019_00063695_0.jpg,371,19,white,suv
VeRi\image_query\0373_c003_00075995_0.jpg,373,3,white,suv
VeRi\image_query\0373_c004_00075885_0.jpg,373,4,white,suv
VeRi\image_query\0373_c006_00076550_1.jpg,373,6,white,suv
VeRi\image_query\0373_c010_00076565_0.jpg,373,10,white,suv
VeRi\image_query\0373_c011_00076565_0.jpg,373,11,white,suv
VeRi\image_query\0380_c001_00064470_0.jpg,380,1,white,suv
VeRi\image_query\0380_c002_00062750_0.jpg,380,2,white,suv
VeRi\image_query\0380_c003_00060890_0.jpg,380,3,white,suv
VeRi\image_query\0380_c004_00060750_0.jpg,380,4,white,suv
VeRi\image_query\0380_c006_00061585_1.jpg,380,6,white,suv
VeRi\image_query\0380_c008_00060635_0.jpg,380,8,white,suv
VeRi\image_query\0380_c009_00060705_0.jpg,380,9,white,suv
VeRi\image_query\0380_c010_00061585_0.jpg,380,10,white,suv
VeRi\image_query\0380_c011_00061570_0.jpg,380,11,white,suv
VeRi\image_query\0380_c012_00065145_0.jpg,380,12,white,suv
VeRi\image_query\0380_c013_00064910_0.jpg,380,13,white,suv
VeRi\image_query\0380_c014_00067690_0.jpg,380,14,white,suv
VeRi\image_query\0380_c015_00067505_0.jpg,380,15,white,suv
VeRi\image_query\0380_c016_00068530_0.jpg,380,16,white,suv
VeRi\image_query\0380_c017_00066340_0.jpg,380,17,white,suv
VeRi\image_query\0380_c019_00066610_0.jpg,380,19,white,suv
VeRi\image_query\0385_c014_00037580_0.jpg,385,14,white,suv
VeRi\image_query\0385_c015_00037575_0.jpg,385,15,white,suv
VeRi\image_query\0385_c016_00048285_0.jpg,385,16,white,suv
VeRi\image_query\0385_c017_00038400_0.jpg,385,17,white,suv
VeRi\image_query\0385_c019_00038185_0.jpg,385,19,white,suv
VeRi\image_query\0388_c003_00070995_0.jpg,388,3,white,suv
VeRi\image_query\0388_c005_00071590_0.jpg,388,5,white,suv
VeRi\image_query\0388_c007_00071705_0.jpg,388,7,white,suv
VeRi\image_query\0388_c008_00071180_0.jpg,388,8,white,suv
VeRi\image_query\0388_c009_00071140_0.jpg,388,9,white,suv
VeRi\image_query\0391_c001_00033370_0.jpg,391,1,yellow,truck
VeRi\image_query\0391_c002_00030285_0.jpg,391,2,yellow,truck
VeRi\image_query\0391_c012_00033975_0.jpg,391,12,yellow,truck
VeRi\image_query\0391_c013_00033840_0.jpg,391,13,yellow,truck
VeRi\image_query\0391_c014_00035670_0.jpg,391,14,yellow,truck
VeRi\image_query\0391_c015_00035500_0.jpg,391,15,yellow,truck
VeRi\image_query\0391_c016_00036770_0.jpg,391,16,yellow,truck
VeRi\image_query\0391_c017_00034665_0.jpg,391,17,yellow,truck
VeRi\image_query\0392_c001_00003315_0.jpg,392,1,yellow,truck
VeRi\image_query\0392_c012_00002900_0.jpg,392,12,yellow,truck
VeRi\image_query\0392_c013_00027650_0.jpg,392,13,yellow,truck
VeRi\image_query\0392_c014_00000655_1.jpg,392,14,yellow,truck
VeRi\image_query\0392_c015_00000840_0.jpg,392,15,yellow,truck
VeRi\image_query\0392_c016_00029765_0.jpg,392,16,yellow,truck
VeRi\image_query\0392_c017_00002240_0.jpg,392,17,yellow,truck
VeRi\image_query\0398_c001_00043260_0.jpg,398,1,yellow,truck
VeRi\image_query\0398_c002_00042155_0.jpg,398,2,yellow,truck
VeRi\image_query\0398_c012_00043855_0.jpg,398,12,yellow,truck
VeRi\image_query\0398_c013_00043740_0.jpg,398,13,yellow,truck
VeRi\image_query\0398_c014_00045705_0.jpg,398,14,yellow,truck
VeRi\image_query\0398_c015_00045525_0.jpg,398,15,yellow,truck
VeRi\image_query\0398_c016_00046245_0.jpg,398,16,yellow,truck
VeRi\image_query\0398_c017_00044615_0.jpg,398,17,yellow,truck
VeRi\image_query\0398_c019_00044935_0.jpg,398,19,yellow,truck
VeRi\image_query\0402_c001_00017020_0.jpg,402,1,yellow,truck
VeRi\image_query\0402_c002_00016070_0.jpg,402,2,yellow,truck
VeRi\image_query\0402_c003_00056010_0.jpg,402,3,yellow,truck
VeRi\image_query\0402_c004_00055990_0.jpg,402,4,yellow,truck
VeRi\image_query\0402_c006_00055365_0.jpg,402,6,yellow,truck
VeRi\image_query\0402_c010_00055505_0.jpg,402,10,yellow,truck
VeRi\image_query\0402_c011_00055360_0.jpg,402,11,yellow,truck
VeRi\image_query\0402_c012_00017695_0.jpg,402,12,yellow,truck
VeRi\image_query\0402_c013_00017525_0.jpg,402,13,yellow,truck
VeRi\image_query\0402_c014_00048185_0.jpg,402,14,yellow,truck
VeRi\image_query\0402_c015_00019425_0.jpg,402,15,yellow,truck
VeRi\image_query\0402_c016_00019805_0.jpg,402,16,yellow,truck
VeRi\image_query\0402_c017_00018490_0.jpg,402,17,yellow,truck
VeRi\image_query\0402_c019_00018820_0.jpg,402,19,yellow,truck
VeRi\image_query\0404_c001_00017345_0.jpg,404,1,yellow,truck
VeRi\image_query\0404_c012_00015775_0.jpg,404,12,yellow,truck
VeRi\image_query\0404_c013_00015910_0.jpg,404,13,yellow,truck
VeRi\image_query\0404_c014_00013675_0.jpg,404,14,yellow,truck
VeRi\image_query\0404_c015_00043655_0.jpg,404,15,yellow,truck
VeRi\image_query\0404_c016_00013245_0.jpg,404,16,yellow,truck
VeRi\image_query\0404_c017_00015180_0.jpg,404,17,yellow,truck
VeRi\image_query\0404_c019_00014900_0.jpg,404,19,yellow,truck
VeRi\image_query\0405_c001_00007305_0.jpg,405,1,yellow,truck
VeRi\image_query\0405_c002_00006795_0.jpg,405,2,yellow,truck
VeRi\image_query\0405_c003_00046195_0.jpg,405,3,yellow,truck
VeRi\image_query\0405_c004_00046160_0.jpg,405,4,yellow,truck
VeRi\image_query\0405_c006_00045615_0.jpg,405,6,yellow,truck
VeRi\image_query\0405_c010_00045750_1.jpg,405,10,yellow,truck
VeRi\image_query\0405_c011_00045595_0.jpg,405,11,yellow,truck
VeRi\image_query\0405_c012_00007995_0.jpg,405,12,yellow,truck
VeRi\image_query\0405_c013_00007850_0.jpg,405,13,yellow,truck
VeRi\image_query\0405_c014_00009965_0.jpg,405,14,yellow,truck
VeRi\image_query\0405_c015_00009840_0.jpg,405,15,yellow,truck
VeRi\image_query\0405_c016_00010335_0.jpg,405,16,yellow,truck
VeRi\image_query\0405_c017_00008860_0.jpg,405,17,yellow,truck
VeRi\image_query\0405_c019_00064340_0.jpg,405,19,yellow,truck
VeRi\image_query\0416_c001_00019975_0.jpg,416,1,gray,suv
VeRi\image_query\0416_c012_00020440_0.jpg,416,12,gray,suv
VeRi\image_query\0416_c013_00020300_0.jpg,416,13,gray,suv
VeRi\image_query\0416_c014_00022380_0.jpg,416,14,gray,suv
VeRi\image_query\0416_c015_00022250_0.jpg,416,15,gray,suv
VeRi\image_query\0416_c016_00023795_0.jpg,416,16,gray,suv
VeRi\image_query\0416_c017_00021215_0.jpg,416,17,gray,suv
VeRi\image_query\0416_c019_00021555_0.jpg,416,19,gray,suv
VeRi\image_query\0417_c003_00088715_0.jpg,417,3,gray,suv
VeRi\image_query\0417_c004_00088660_0.jpg,417,4,gray,suv
VeRi\image_query\0417_c010_00088045_0.jpg,417,10,gray,suv
VeRi\image_query\0418_c012_00006110_0.jpg,418,12,gray,suv
VeRi\image_query\0418_c013_00006005_0.jpg,418,13,gray,suv
VeRi\image_query\0420_c003_00063645_0.jpg,420,3,gray,suv
VeRi\image_query\0420_c004_00063505_1.jpg,420,4,gray,suv
VeRi\image_query\0420_c006_00064075_1.jpg,420,6,gray,suv
VeRi\image_query\0420_c008_00063425_0.jpg,420,8,gray,suv
VeRi\image_query\0420_c009_00063480_0.jpg,420,9,gray,suv
VeRi\image_query\0420_c010_00064065_0.jpg,420,10,gray,suv
VeRi\image_query\0420_c011_00064055_0.jpg,420,11,gray,suv
VeRi\image_query\0421_c001_00064115_0.jpg,421,1,gray,suv
VeRi\image_query\0421_c002_00064765_0.jpg,421,2,gray,suv
VeRi\image_query\0421_c012_00062860_0.jpg,421,12,gray,suv
VeRi\image_query\0421_c013_00062920_0.jpg,421,13,gray,suv
VeRi\image_query\0421_c014_00060810_0.jpg,421,14,gray,suv
VeRi\image_query\0421_c015_00060860_0.jpg,421,15,gray,suv
VeRi\image_query\0421_c016_00060530_0.jpg,421,16,gray,suv
VeRi\image_query\0421_c017_00062205_0.jpg,421,17,gray,suv
VeRi\image_query\0421_c019_00061820_0.jpg,421,19,gray,suv
VeRi\image_query\0427_c003_00006615_1.jpg,427,3,gray,suv
VeRi\image_query\0427_c005_00007295_0.jpg,427,5,gray,suv
VeRi\image_query\0427_c007_00007385_0.jpg,427,7,gray,suv
VeRi\image_query\0427_c008_00006890_0.jpg,427,8,gray,suv
VeRi\image_query\0427_c009_00006790_0.jpg,427,9,gray,suv
VeRi\image_query\0446_c001_00066450_0.jpg,446,1,gray,van
VeRi\image_query\0446_c002_00066995_0.jpg,446,2,gray,van
VeRi\image_query\0446_c003_00070100_0.jpg,446,3,gray,van
VeRi\image_query\0446_c004_00070105_0.jpg,446,4,gray,van
VeRi\image_query\0446_c006_00069300_0.jpg,446,6,gray,van
VeRi\image_query\0446_c010_00069440_0.jpg,446,10,gray,van
VeRi\image_query\0446_c011_00069290_0.jpg,446,11,gray,van
VeRi\image_query\0446_c012_00064260_0.jpg,446,12,gray,van
VeRi\image_query\0446_c013_00065950_0.jpg,446,13,gray,van
VeRi\image_query\0446_c014_00006235_0.jpg,446,14,gray,van
VeRi\image_query\0446_c015_00033070_0.jpg,446,15,gray,van
VeRi\image_query\0446_c016_00041835_0.jpg,446,16,gray,van
VeRi\image_query\0446_c017_00007230_0.jpg,446,17,gray,van
VeRi\image_query\0446_c018_00043225_0.jpg,446,18,gray,van
VeRi\image_query\0446_c019_00006935_0.jpg,446,19,gray,van
VeRi\image_query\0450_c003_00049530_0.jpg,450,3,gray,van
VeRi\image_query\0450_c008_00049790_0.jpg,450,8,gray,van
VeRi\image_query\0450_c009_00049760_0.jpg,450,9,gray,van
VeRi\image_query\0456_c014_00009165_0.jpg,456,14,gray,sedan
VeRi\image_query\0456_c015_00008975_0.jpg,456,15,gray,sedan
VeRi\image_query\0456_c015_00008980_0.jpg,456,15,gray,sedan
VeRi\image_query\0456_c016_00010490_0.jpg,456,16,gray,sedan
VeRi\image_query\0456_c019_00000160_0.jpg,456,19,gray,sedan
VeRi\image_query\0461_c001_00015010_0.jpg,461,1,black,sedan
VeRi\image_query\0461_c012_00015555_0.jpg,461,12,black,sedan
VeRi\image_query\0461_c013_00015435_0.jpg,461,13,black,sedan
VeRi\image_query\0461_c014_00017305_0.jpg,461,14,black,sedan
VeRi\image_query\0461_c015_00017165_0.jpg,461,15,black,sedan
VeRi\image_query\0461_c016_00018425_0.jpg,461,16,black,sedan
VeRi\image_query\0461_c017_00016310_0.jpg,461,17,black,sedan
VeRi\image_query\0467_c003_00057085_0.jpg,467,3,black,sedan
VeRi\image_query\0467_c005_00057805_0.jpg,467,5,black,sedan
VeRi\image_query\0467_c007_00057885_0.jpg,467,7,black,sedan
VeRi\image_query\0467_c008_00057345_0.jpg,467,8,black,sedan
VeRi\image_query\0467_c009_00057295_0.jpg,467,9,black,sedan
VeRi\image_query\0467_c014_00014430_0.jpg,467,14,black,sedan
VeRi\image_query\0467_c015_00014570_0.jpg,467,15,black,sedan
VeRi\image_query\0467_c016_00011505_0.jpg,467,16,black,sedan
VeRi\image_query\0467_c017_00015665_0.jpg,467,17,black,sedan
VeRi\image_query\0467_c019_00015285_0.jpg,467,19,black,sedan
VeRi\image_query\0473_c001_00005555_0.jpg,473,1,black,sedan
VeRi\image_query\0473_c003_00030835_1.jpg,473,3,black,sedan
VeRi\image_query\0473_c004_00030820_0.jpg,473,4,black,sedan
VeRi\image_query\0473_c006_00030395_0.jpg,473,6,black,sedan
VeRi\image_query\0473_c008_00031000_0.jpg,473,8,black,sedan
VeRi\image_query\0473_c009_00030970_0.jpg,473,9,black,sedan
VeRi\image_query\0473_c010_00030540_0.jpg,473,10,black,sedan
VeRi\image_query\0473_c011_00030345_0.jpg,473,11,black,sedan
VeRi\image_query\0473_c012_00005170_0.jpg,473,12,black,sedan
VeRi\image_query\0473_c013_00005205_0.jpg,473,13,black,sedan
VeRi\image_query\0473_c017_00004770_0.jpg,473,17,black,sedan
VeRi\image_query\0473_c019_00004560_0.jpg,473,19,black,sedan
VeRi\image_query\0476_c001_00014135_0.jpg,476,1,black,sedan
VeRi\image_query\0476_c002_00014855_0.jpg,476,2,black,sedan
VeRi\image_query\0476_c006_00017355_1.jpg,476,6,black,sedan
VeRi\image_query\0476_c012_00012070_0.jpg,476,12,black,sedan
VeRi\image_query\0476_c013_00012130_0.jpg,476,13,black,sedan
VeRi\image_query\0476_c014_00010440_0.jpg,476,14,black,sedan
VeRi\image_query\0476_c015_00010460_1.jpg,476,15,black,sedan
VeRi\image_query\0476_c016_00010230_0.jpg,476,16,black,sedan
VeRi\image_query\0476_c017_00011405_0.jpg,476,17,black,sedan
VeRi\image_query\0476_c019_00011135_0.jpg,476,19,black,sedan
VeRi\image_query\0477_c001_00019410_1.jpg,477,1,black,sedan
VeRi\image_query\0477_c002_00019730_1.jpg,477,2,black,sedan
VeRi\image_query\0477_c003_00060110_0.jpg,477,3,black,sedan
VeRi\image_query\0477_c004_00060040_0.jpg,477,4,black,sedan
VeRi\image_query\0477_c005_00060760_1.jpg,477,5,black,sedan
VeRi\image_query\0477_c006_00059215_1.jpg,477,6,black,sedan
VeRi\image_query\0477_c007_00060835_0.jpg,477,7,black,sedan
VeRi\image_query\0477_c008_00060365_0.jpg,477,8,black,sedan
VeRi\image_query\0477_c009_00060320_0.jpg,477,9,black,sedan
VeRi\image_query\0477_c010_00059440_0.jpg,477,10,black,sedan
VeRi\image_query\0477_c011_00059260_0.jpg,477,11,black,sedan
VeRi\image_query\0477_c012_00019305_0.jpg,477,12,black,sedan
VeRi\image_query\0477_c013_00019320_0.jpg,477,13,black,sedan
VeRi\image_query\0477_c014_00018055_0.jpg,477,14,black,sedan
VeRi\image_query\0477_c015_00018040_0.jpg,477,15,black,sedan
VeRi\image_query\0477_c016_00017835_0.jpg,477,16,black,sedan
VeRi\image_query\0477_c019_00018545_0.jpg,477,19,black,sedan
VeRi\image_query\0480_c001_00022180_0.jpg,480,1,black,sedan
VeRi\image_query\0480_c012_00020345_0.jpg,480,12,black,sedan
VeRi\image_query\0480_c013_00020385_0.jpg,480,13,black,sedan
VeRi\image_query\0480_c014_00018625_0.jpg,480,14,black,sedan
VeRi\image_query\0480_c015_00018640_0.jpg,480,15,black,sedan
VeRi\image_query\0480_c016_00018315_0.jpg,480,16,black,sedan
VeRi\image_query\0480_c017_00019710_0.jpg,480,17,black,sedan
VeRi\image_query\0480_c019_00019365_0.jpg,480,19,black,sedan
VeRi\image_query\0482_c001_00045870_0.jpg,482,1,gray,sedan
VeRi\image_query\0482_c002_00049855_0.jpg,482,2,gray,sedan
VeRi\image_query\0482_c003_00053940_1.jpg,482,3,gray,sedan
VeRi\image_query\0482_c004_00053910_0.jpg,482,4,gray,sedan
VeRi\image_query\0482_c005_00054705_0.jpg,482,5,gray,sedan
VeRi\image_query\0482_c006_00052845_0.jpg,482,6,gray,sedan
VeRi\image_query\0482_c007_00054845_0.jpg,482,7,gray,sedan
VeRi\image_query\0482_c008_00054190_0.jpg,482,8,gray,sedan
VeRi\image_query\0482_c009_00054140_0.jpg,482,9,gray,sedan
VeRi\image_query\0482_c010_00053005_0.jpg,482,10,gray,sedan
VeRi\image_query\0482_c011_00052840_0.jpg,482,11,gray,sedan
VeRi\image_query\0485_c003_00050580_1.jpg,485,3,gray,sedan
VeRi\image_query\0485_c004_00050570_0.jpg,485,4,gray,sedan
VeRi\image_query\0485_c005_00051180_1.jpg,485,5,gray,sedan
VeRi\image_query\0485_c008_00050780_0.jpg,485,8,gray,sedan
VeRi\image_query\0485_c009_00050760_0.jpg,485,9,gray,sedan
VeRi\image_query\0485_c010_00050170_0.jpg,485,10,gray,sedan
VeRi\image_query\0486_c002_00038210_0.jpg,486,2,gray,sedan
VeRi\image_query\0486_c003_00039780_0.jpg,486,3,gray,sedan
VeRi\image_query\0486_c004_00039780_0.jpg,486,4,gray,sedan
VeRi\image_query\0486_c005_00040620_0.jpg,486,5,gray,sedan
VeRi\image_query\0486_c006_00038990_0.jpg,486,6,gray,sedan
VeRi\image_query\0486_c007_00040755_0.jpg,486,7,gray,sedan
VeRi\image_query\0486_c008_00040095_0.jpg,486,8,gray,sedan
VeRi\image_query\0486_c009_00040075_0.jpg,486,9,gray,sedan
VeRi\image_query\0486_c010_00039135_0.jpg,486,10,gray,sedan
VeRi\image_query\0486_c011_00038910_0.jpg,486,11,gray,sedan
VeRi\image_query\0486_c014_00074890_0.jpg,486,14,gray,sedan
VeRi\image_query\0486_c015_00075090_1.jpg,486,15,gray,sedan
VeRi\image_query\0486_c016_00074625_0.jpg,486,16,gray,sedan
VeRi\image_query\0489_c002_00076095_0.jpg,489,2,gray,sedan
VeRi\image_query\0489_c003_00084675_0.jpg,489,3,gray,sedan
VeRi\image_query\0489_c004_00084680_0.jpg,489,4,gray,sedan
VeRi\image_query\0489_c005_00085585_1.jpg,489,5,gray,sedan
VeRi\image_query\0489_c006_00076970_0.jpg,489,6,gray,sedan
VeRi\image_query\0489_c007_00085705_0.jpg,489,7,gray,sedan
VeRi\image_query\0489_c008_00084940_0.jpg,489,8,gray,sedan
VeRi\image_query\0489_c009_00084905_0.jpg,489,9,gray,sedan
VeRi\image_query\0489_c010_00077140_0.jpg,489,10,gray,sedan
VeRi\image_query\0489_c011_00076975_0.jpg,489,11,gray,sedan
VeRi\image_query\0494_c002_00022665_0.jpg,494,2,gray,sedan
VeRi\image_query\0494_c003_00021505_1.jpg,494,3,gray,sedan
VeRi\image_query\0494_c004_00021435_1.jpg,494,4,gray,sedan
VeRi\image_query\0494_c006_00022070_0.jpg,494,6,gray,sedan
VeRi\image_query\0494_c010_00022045_0.jpg,494,10,gray,sedan
VeRi\image_query\0494_c011_00022030_1.jpg,494,11,gray,sedan
VeRi\image_query\0507_c002_00051790_0.jpg,507,2,gray,sedan
VeRi\image_query\0507_c003_00055800_0.jpg,507,3,gray,sedan
VeRi\image_query\0507_c004_00055800_0.jpg,507,4,gray,sedan
VeRi\image_query\0507_c006_00055085_0.jpg,507,6,gray,sedan
VeRi\image_query\0507_c008_00056090_0.jpg,507,8,gray,sedan
VeRi\image_query\0507_c009_00056020_0.jpg,507,9,gray,sedan
VeRi\image_query\0507_c010_00055220_0.jpg,507,10,gray,sedan
VeRi\image_query\0507_c011_00055080_0.jpg,507,11,gray,sedan
VeRi\image_query\0510_c002_00031940_1.jpg,510,2,gray,sedan
VeRi\image_query\0510_c003_00030245_0.jpg,510,3,gray,sedan
VeRi\image_query\0510_c004_00030145_0.jpg,510,4,gray,sedan
VeRi\image_query\0510_c006_00031090_1.jpg,510,6,gray,sedan
VeRi\image_query\0510_c008_00029985_0.jpg,510,8,gray,sedan
VeRi\image_query\0510_c009_00030045_0.jpg,510,9,gray,sedan
VeRi\image_query\0510_c010_00030855_1.jpg,510,10,gray,sedan
VeRi\image_query\0510_c011_00031060_0.jpg,510,11,gray,sedan
VeRi\image_query\0515_c014_00056685_0.jpg,515,14,gray,sedan
VeRi\image_query\0515_c015_00054210_0.jpg,515,15,gray,sedan
VeRi\image_query\0515_c016_00056980_0.jpg,515,16,gray,sedan
VeRi\image_query\0515_c017_00055325_0.jpg,515,17,gray,sedan
VeRi\image_query\0515_c019_00055070_0.jpg,515,19,gray,sedan
VeRi\image_query\0518_c014_00044550_0.jpg,518,14,gray,sedan
VeRi\image_query\0518_c015_00044535_0.jpg,518,15,gray,sedan
VeRi\image_query\0518_c016_00044315_0.jpg,518,16,gray,sedan
VeRi\image_query\0518_c017_00046080_0.jpg,518,17,gray,sedan
VeRi\image_query\0518_c018_00046755_0.jpg,518,18,gray,sedan
VeRi\image_query\0518_c019_00045545_0.jpg,518,19,gray,sedan
VeRi\image_query\0522_c002_00037025_0.jpg,522,2,gray,sedan
VeRi\image_query\0522_c003_00039630_1.jpg,522,3,gray,sedan
VeRi\image_query\0522_c004_00039575_1.jpg,522,4,gray,sedan
VeRi\image_query\0522_c006_00038790_0.jpg,522,6,gray,sedan
VeRi\image_query\0522_c010_00039000_0.jpg,522,10,gray,sedan
VeRi\image_query\0522_c011_00038715_0.jpg,522,11,gray,sedan
VeRi\image_query\0541_c001_00055075_0.jpg,541,1,gray,sedan
VeRi\image_query\0541_c002_00053275_0.jpg,541,2,gray,sedan
VeRi\image_query\0541_c003_00051305_0.jpg,541,3,gray,sedan
VeRi\image_query\0541_c004_00051185_0.jpg,541,4,gray,sedan
VeRi\image_query\0541_c006_00051895_0.jpg,541,6,gray,sedan
VeRi\image_query\0541_c008_00051050_0.jpg,541,8,gray,sedan
VeRi\image_query\0541_c009_00051135_0.jpg,541,9,gray,sedan
VeRi\image_query\0541_c010_00051880_0.jpg,541,10,gray,sedan
VeRi\image_query\0541_c011_00051890_0.jpg,541,11,gray,sedan
VeRi\image_query\0541_c013_00055810_0.jpg,541,13,gray,sedan
VeRi\image_query\0543_c002_00001550_0.jpg,543,2,gray,sedan
VeRi\image_query\0543_c003_00000355_0.jpg,543,3,gray,sedan
VeRi\image_query\0543_c004_00000215_0.jpg,543,4,gray,sedan
VeRi\image_query\0543_c006_00000920_1.jpg,543,6,gray,sedan
VeRi\image_query\0543_c008_00000120_0.jpg,543,8,gray,sedan
VeRi\image_query\0543_c009_00000135_0.jpg,543,9,gray,sedan
VeRi\image_query\0543_c010_00000850_0.jpg,543,10,gray,sedan
VeRi\image_query\0543_c011_00000875_0.jpg,543,11,gray,sedan
VeRi\image_query\0545_c002_00017280_0.jpg,545,2,gray,sedan
VeRi\image_query\0545_c003_00015105_0.jpg,545,3,gray,sedan
VeRi\image_query\0545_c004_00014955_0.jpg,545,4,gray,sedan
VeRi\image_query\0545_c006_00015685_0.jpg,545,6,gray,sedan
VeRi\image_query\0545_c008_00014830_0.jpg,545,8,gray,sedan
VeRi\image_query\0545_c009_00014850_0.jpg,545,9,gray,sedan
VeRi\image_query\0545_c010_00015630_0.jpg,545,10,gray,sedan
VeRi\image_query\0545_c011_00015665_0.jpg,545,11,gray,sedan
VeRi\image_query\0545_c016_00010735_0.jpg,545,16,gray,sedan
VeRi\image_query\0546_c001_00016910_0.jpg,546,1,gray,sedan
VeRi\image_query\0546_c002_00017345_0.jpg,546,2,gray,sedan
VeRi\image_query\0546_c003_00020385_0.jpg,546,3,gray,sedan
VeRi\image_query\0546_c004_00020355_0.jpg,546,4,gray,sedan
VeRi\image_query\0546_c005_00021020_0.jpg,546,5,gray,sedan
VeRi\image_query\0546_c006_00019740_0.jpg,546,6,gray,sedan
VeRi\image_query\0546_c007_00021155_0.jpg,546,7,gray,sedan
VeRi\image_query\0546_c008_00020615_0.jpg,546,8,gray,sedan
VeRi\image_query\0546_c009_00020520_0.jpg,546,9,gray,sedan
VeRi\image_query\0546_c010_00019865_0.jpg,546,10,gray,sedan
VeRi\image_query\0546_c011_00019685_0.jpg,546,11,gray,sedan
VeRi\image_query\0546_c012_00016535_0.jpg,546,12,gray,sedan
VeRi\image_query\0546_c013_00016620_0.jpg,546,13,gray,sedan
VeRi\image_query\0546_c015_00014980_0.jpg,546,15,gray,sedan
VeRi\image_query\0546_c017_00015860_0.jpg,546,17,gray,sedan
VeRi\image_query\0546_c019_00015605_0.jpg,546,19,gray,sedan
VeRi\image_query\0554_c002_00017665_1.jpg,554,2,gray,sedan
VeRi\image_query\0554_c003_00020860_0.jpg,554,3,gray,sedan
VeRi\image_query\0554_c004_00020845_0.jpg,554,4,gray,sedan
VeRi\image_query\0554_c005_00021555_0.jpg,554,5,gray,sedan
VeRi\image_query\0554_c006_00019865_0.jpg,554,6,gray,sedan
VeRi\image_query\0554_c007_00021690_0.jpg,554,7,gray,sedan
VeRi\image_query\0554_c008_00021085_0.jpg,554,8,gray,sedan
VeRi\image_query\0554_c009_00020995_0.jpg,554,9,gray,sedan
VeRi\image_query\0554_c010_00020055_0.jpg,554,10,gray,sedan
VeRi\image_query\0554_c011_00019790_0.jpg,554,11,gray,sedan
VeRi\image_query\0566_c001_00036440_0.jpg,566,1,gray,sedan
VeRi\image_query\0566_c012_00036890_1.jpg,566,12,gray,sedan
VeRi\image_query\0566_c013_00036785_1.jpg,566,13,gray,sedan
VeRi\image_query\0566_c014_00038560_0.jpg,566,14,gray,sedan
VeRi\image_query\0566_c015_00038395_0.jpg,566,15,gray,sedan
VeRi\image_query\0566_c016_00039570_0.jpg,566,16,gray,sedan
VeRi\image_query\0566_c017_00037645_1.jpg,566,17,gray,sedan
VeRi\image_query\0566_c019_00037925_0.jpg,566,19,gray,sedan
VeRi\image_query\0569_c001_00088525_0.jpg,569,1,gray,sedan
VeRi\image_query\0569_c012_00087820_0.jpg,569,12,gray,sedan
VeRi\image_query\0569_c013_00087965_0.jpg,569,13,gray,sedan
VeRi\image_query\0569_c014_00085520_0.jpg,569,14,gray,sedan
